Series Name,Series Code,Country Name,Country Code,Region,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Vanuatu,VUT,Western Pacific Region,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,"Venezuela, RB",VEN,Region of the Americas,25.88172492,25.76835436,25.6549838,25.54161324,25.42824268,25.31487212,25.20150156,25.088131,24.97476044,24.95567723,25.06388665,25.20174433,25.37192156,25.54209879,25.71227602,25.88245325,26.05263048,26.22280771,26.39298494,26.56316217,26.53166762,26.36734506
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Viet Nam,VNM,Western Pacific Region,31.72399241,33.07224798,33.57521235,34.07125929,34.56046742,35.11983696,35.67406821,36.222939,36.7661758,37.30365337,37.83549553,38.36088283,38.8796269,39.39143216,39.89617706,40.39362192,40.88355673,41.36584109,41.84035935,42.30698609,42.76560596,43.21620918
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Virgin Islands (U.S.),VIR,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,West Bank and Gaza,PSE,Eastern Mediterranean Region,43.8223909,43.92939534,44.03625202,44.14212361,44.43736927,44.78585182,45.66236046,47.1356473,48.61572701,50.10545925,51.60485225,53.11318615,54.6300963,56.15521781,57.68817685,59.22830383,60.77524757,62.32891727,63.88841227,65.45387515,67.02422299,68.59957469
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,"Yemen, Rep.",YEM,Eastern Mediterranean Region,24.77158786,24.89067583,25.01154507,24.62637461,24.10349831,23.48498619,22.86441983,22.24149403,21.61612012,20.98821184,20.35768482,19.72430671,19.08802834,18.44893628,17.80670063,17.43173963,17.72453563,18.01167502,18.29296842,18.56846216,18.83797926,19.10135572
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Zambia,ZMB,African Region,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Zimbabwe,ZWE,African Region,27.58742777,27.52948118,27.53793941,27.59090485,27.65548776,27.43583562,27.21707914,26.99905139,26.78188734,26.56541206,26.34976939,27.70012745,28.94123602,30.07467046,31.10169393,32.02672168,32.85381571,33.58660004,33.54426624,32.96148124,32.38123187,31.80243726
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Africa Eastern and Southern,AFE,#N/A,18.84638284,19.04876427,19.26425081,19.48820708,19.70811141,20.00349701,20.29954904,20.56750284,20.87770315,21.16427909,21.44569153,21.7664982,22.08019761,22.39825564,22.71007476,23.03328862,23.2863321,23.51413934,23.775639,24.01973315,24.28843303,24.51150533
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Africa Western and Central,AFW,#N/A,14.22493304,14.28353785,14.6235733,14.97453726,15.27479485,15.64377174,16.02177925,16.4079464,16.8012785,17.20248616,17.58177732,17.96837413,18.36172912,18.7599697,19.16070272,19.56372446,19.97158043,20.38483494,20.80155418,21.22291424,21.64899628,22.11497089
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Arab World,ARB,#N/A,49.18253101,49.48146874,49.82689469,50.15425993,50.69191669,51.17294462,51.77421256,52.42432314,53.03662477,53.57347003,53.96216872,54.52689803,55.03791578,55.58074881,56.12334884,56.80924829,57.526815,58.14612721,58.7036199,59.28226775,59.89483962,59.90294787
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Caribbean small states,CSS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Central Europe and the Baltics,CEB,#N/A,78.42949012,72.28287215,72.69442018,73.0328102,73.74012386,74.46917537,75.37574137,76.34168166,77.33968606,78.31938312,79.30454142,80.34476133,81.42452384,82.51862618,83.64303325,84.81926013,85.99418307,87.12124824,88.00680124,88.68028171,89.31401672,89.8854424
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Early-demographic dividend,EAR,#N/A,18.77864406,19.56128207,20.49167102,21.51669191,23.13200193,24.59963904,26.08124011,27.61582658,29.1663213,30.72381626,32.26943249,33.86580759,35.4679721,37.08993988,38.7393888,40.40898191,42.07216508,43.63167434,45.22195784,46.81568574,48.41042904,49.90526461
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,East Asia & Pacific,EAS,#N/A,26.55872431,27.03185864,27.75829031,29.23963775,30.78111261,32.40457266,34.09041399,35.87433251,37.7135706,39.60352467,41.55462626,43.55833272,45.61263771,47.72076224,49.89103065,52.11307473,54.38300467,56.69756908,59.04532057,61.4222696,62.43758293,63.41832418
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,East Asia & Pacific (excluding high income),EAP,#N/A,18.51911476,18.86970007,19.59322287,21.35950962,23.21134821,25.16264338,27.19331552,29.33041482,31.5541731,33.84869751,36.2275379,38.66436724,41.16240119,43.72864364,46.36139074,49.05810181,51.81645362,54.63401819,57.50231675,60.41086963,61.59610983,62.74664571
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,#N/A,18.51911476,18.86970007,19.59322287,21.35950962,23.21134821,25.16264338,27.19331552,29.33041482,31.5541731,33.84869751,36.2275379,38.66436724,41.16240119,43.72864364,46.36139074,49.05810181,51.81645362,54.63401819,57.50231675,60.41086963,61.59610983,62.74664571
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Euro area,EMU,#N/A,86.48370235,86.55715791,86.63176768,86.69643165,86.8704959,87.02591319,87.18971067,87.36230053,87.54258189,87.73537765,87.93699777,88.11579287,88.35152296,88.57592461,88.80852624,89.07707222,89.33435659,89.56380156,89.78291248,89.93361732,90.0397805,90.13382719
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Europe & Central Asia,ECS,#N/A,69.65169166,69.59541187,69.78718278,69.98442323,70.33705962,70.69003787,71.00994378,71.35576539,71.7086768,72.18756993,72.69529051,73.21324539,73.7248052,74.23735982,74.74005575,75.24735381,75.74474917,76.28386818,76.79471198,77.20106148,77.48887684,77.78644922
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Europe & Central Asia (excluding high income),ECA,#N/A,48.23495185,48.36508901,48.76358296,49.17379203,49.99951276,50.85137232,51.622204,52.40787062,53.20716969,54.60055504,56.06141991,57.54766932,59.05207806,60.58762137,62.1025364,63.57466337,64.99768935,66.47569979,67.97428356,69.14898699,70.15030093,71.02909215
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,#N/A,55.23389355,54.98588563,55.3297838,55.67849059,56.28304352,56.90706371,57.52297482,58.16798347,58.81239414,59.74092493,60.70031627,61.68935503,62.68957614,63.70778403,64.72414506,65.72968161,66.71933657,67.72095549,68.71535869,69.53187882,70.20415274,70.76133818
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,European Union,EUU,#N/A,85.5571902,83.7013715,83.87754217,84.02051078,84.33554765,84.63900341,84.98398902,85.35219795,85.73432758,86.11331362,86.49947523,86.86814356,87.29302923,87.71137353,88.14101333,88.60364192,89.06232855,89.48893622,89.85213475,90.1166591,90.33673152,90.53605237
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Fragile and conflict affected situations,FCS,#N/A,23.44542898,23.41655426,23.52243938,23.61781417,23.66018232,23.72706099,23.79964442,23.86071956,23.95910075,24.23165928,24.5140608,24.83157867,25.15118416,25.49989358,25.83470638,26.16045594,26.51212498,26.8629961,27.19989143,27.36932711,27.52758215,27.67779621
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Heavily indebted poor countries (HIPC),HPC,#N/A,9.569973379,9.783112166,10.03276166,10.28669048,10.51246394,10.84352662,11.17481158,11.47949939,11.8191342,12.13221161,12.42236978,12.69970748,12.96571278,13.23873683,13.51192964,13.7843006,14.05928085,14.33150667,14.59981274,14.86562739,15.15407909,15.43674924
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,High income,HIC,#N/A,86.56863219,86.55974163,86.69840468,86.86173407,87.10192478,87.34123423,87.5804989,87.83366546,88.08965532,88.37046278,88.66038646,88.95049426,89.24098959,89.53498879,89.8356688,90.13128325,90.41134071,90.66790846,90.8825155,91.04038692,91.14379496,91.23406204
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,IBRD only,IBD,#N/A,21.26295215,22.01321773,22.76359483,24.02948131,25.68793333,27.30970632,28.98227085,30.7262486,32.52214284,34.39039597,36.30316214,38.25363857,40.26013882,42.31017562,44.39836563,46.51982579,48.6636446,50.85153416,53.01427868,55.16313249,56.54581839,57.89121902
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,IDA & IBRD total,IBT,#N/A,20.78658268,21.40716336,22.08366575,23.17837825,24.57930455,25.95628903,27.36990067,28.83368173,30.33698301,31.88942518,33.46980379,35.07715883,36.72316054,38.3970081,40.10587555,41.83326271,43.5707105,45.28834864,47.01839063,48.72242767,49.80810059,50.85639909
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,IDA blend,IDB,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,IDA only,IDX,#N/A,15.10898275,15.30339195,15.72817692,16.13464757,16.47810271,16.8883762,17.29556375,17.68389755,18.08599117,18.45376581,18.80986879,19.15468476,19.49091769,19.82589047,20.24474709,20.67271083,21.12216868,21.56675598,22.01087062,22.45900599,22.91357482,23.31951006
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,IDA total,IDA,#N/A,18.55179888,18.62740337,19.00482935,19.37373458,19.69449899,20.06954832,20.44664477,20.81497517,21.19770396,21.55972319,21.91524715,22.28659249,22.65333944,23.01957449,23.44958752,23.88725801,24.34044167,24.79092518,25.23498185,25.67828279,26.12882745,26.5469967
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Late-demographic dividend,LTE,#N/A,24.10608774,24.74201796,25.33385595,26.77215024,28.31834782,29.94927482,31.6640935,33.46247876,35.33563468,37.26821798,39.25382397,41.2928628,43.43127728,45.63022145,47.8878387,50.20847055,52.57216884,54.96095768,57.38201063,59.83489431,60.82420782,61.79637443
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Latin America & Caribbean,LCN,#N/A,30.28744076,30.60866212,30.90780173,31.58447381,32.32058694,33.06715174,33.82513078,34.59269582,35.36970647,36.16491083,36.97178624,37.80249227,38.81429583,39.84282106,40.88889984,41.95027769,43.00925561,44.00994038,45.10895247,46.22680533,47.25550357,48.38296815
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Latin America & Caribbean (excluding high income),LAC,#N/A,29.57964161,29.92538931,30.25663122,31.01594694,31.78528345,32.56164985,33.34845995,34.14425342,34.95001743,35.76673506,36.59426489,37.43600232,38.48885482,39.5596126,40.64859504,41.75386489,42.87101911,43.7751778,44.99758512,46.23391319,47.42263981,48.62001837
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,#N/A,30.36956072,30.6933822,31.002727,31.70937609,32.48464672,33.27197904,34.06898806,34.8746466,35.69026749,36.52199888,37.37126893,38.23537809,39.29763118,40.37677462,41.47414352,42.58689141,43.69671879,44.65496117,45.84816562,47.06210156,48.19536812,49.31222043
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Least developed countries: UN classification,LDC,#N/A,14.61361831,14.82748418,15.26068454,15.67245893,16.01484255,16.42969011,16.84148818,17.2332107,17.6396652,18.00633985,18.35970246,18.70092139,19.0303941,19.35680972,19.77598709,20.20586031,20.66039352,21.11156055,21.56063075,22.01357376,22.47523985,22.88903535
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Low & middle income,LMY,#N/A,20.78515305,21.37082158,22.08714349,23.14524022,24.50960032,25.83159074,27.18773349,28.60858134,30.04743121,31.51549707,33.00714156,34.47148531,36.00988639,37.56865229,39.16197821,40.77810497,42.40071807,44.01062634,45.59730544,47.1778145,48.22819835,49.48512076
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Low income,LIC,#N/A,14.67292428,14.79228768,15.30012982,15.50358145,15.82194754,16.22411183,16.67310214,17.13879283,17.53953803,17.89024055,18.24834273,18.35625535,18.64502186,18.86032249,19.06885165,19.35514547,19.69782993,20.08269147,20.43673282,20.83622467,21.19731968,24.04614861
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Lower middle income,LMC,#N/A,18.42293192,19.31018113,20.22259163,21.14244296,22.62557355,23.93829157,25.26955096,26.68374732,28.09262521,29.52744263,30.95890157,32.40122461,33.84075475,35.28609773,36.76677531,38.24642738,39.71392412,41.13293953,42.50310732,43.82599075,45.12909478,46.36454288
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Middle East & North Africa,MEA,#N/A,52.81679717,53.2758435,53.68162151,54.09030713,54.99296813,55.64240167,56.41284247,57.22507435,57.9338823,58.56267653,59.11475182,59.62530341,60.07322822,60.51705281,61.01755327,61.63106687,62.26531577,62.88987357,63.49586881,64.08132737,64.58797756,64.68222154
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Middle East & North Africa (excluding high income),MNA,#N/A,46.70349258,46.93053025,47.21051665,47.46996567,47.9829174,48.41345899,48.93538825,49.49588167,49.97009257,50.41587669,50.88119302,51.38600217,51.83196595,52.32454228,52.88401747,53.53399814,54.27147483,55.00501084,55.74466517,56.4677961,57.14970295,57.26333145
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,#N/A,46.74517247,46.97416837,47.25691757,47.51888313,48.03533132,48.46737131,48.98437008,49.53151656,49.99071006,50.42062698,50.87006355,51.35932584,51.78867172,52.26545501,52.81018541,53.44650691,54.17133373,54.89215458,55.61832169,56.32733424,56.99413626,57.08329839
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Middle income,MIC,#N/A,19.22349012,19.80984741,20.6026825,21.86729526,23.47233166,25.03659005,26.63963715,28.30331297,30.0091743,31.77105063,33.5675776,35.39502552,37.26892083,39.17801373,41.13051853,43.10650051,45.09824007,47.09557096,49.09743103,51.07726268,52.36937551,53.62357399
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,North America,NAC,#N/A,94.62410312,94.68034904,94.73536236,94.83527215,94.93593123,95.03578724,95.13328346,95.2259743,95.31732916,95.40727363,95.4907967,95.55520742,95.62046727,95.68628283,95.75393263,95.76472575,95.77431007,95.78252049,95.79032123,95.79838165,95.76404326,95.73145026
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Not classified,INX,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,OECD members,OED,#N/A,79.47623635,79.51543098,79.58544265,79.81771693,80.19168063,80.56986255,80.96253927,81.36977646,81.76864991,82.17162676,82.57921355,82.97882082,83.41776937,83.8648628,84.33004779,84.80354384,85.2748913,85.71130718,86.11042782,86.48790394,86.86570988,87.19243093
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Other small states,OSS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Pacific island small states,PSS,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Post-demographic dividend,PST,#N/A,87.9489871,88.09438339,88.25438264,88.41758546,88.62380104,88.82424239,89.02212225,89.22647362,89.43561368,89.74486123,90.06062332,90.36055047,90.67321883,90.97375386,91.29182509,91.59105699,91.8854612,92.1851934,92.45453053,92.69780088,92.78747796,92.84726342
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Pre-demographic dividend,PRE,#N/A,15.79289692,15.9831678,16.31524399,16.65487654,16.95538982,17.34104542,17.71827985,18.07060849,18.47364319,18.8780537,19.26759448,19.65665867,20.05274075,20.49330146,20.92973517,21.36377102,21.79882599,22.23719027,22.67724101,23.10540245,23.5520146,23.93716924
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Small states,SST,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,South Asia,SAS,#N/A,7.556030632,8.756473669,10.00488203,11.25758465,13.31957949,15.14893563,17.00071739,18.96651882,20.93823731,22.91571554,24.89844904,26.8871908,28.88262324,30.88525559,32.93736189,34.99994785,37.07106397,39.08300381,41.03985113,42.99029972,44.93193886,46.8443671
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,South Asia (IDA & IBRD),TSA,#N/A,6.717287948,7.970330067,9.282646442,10.60642516,12.79103389,14.73124617,16.68065842,18.70636771,20.74539288,22.79755958,24.86320188,26.94128718,29.03118876,31.13266859,33.29275212,35.46568274,37.65116627,39.77299556,41.83463743,43.8918241,45.94445719,47.96874141
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Sub-Saharan Africa,SSF,#N/A,16.75166326,16.95693893,17.25260087,17.54863075,17.85687504,18.22685034,18.60290791,18.96882857,19.3595857,19.73709925,20.10388929,20.33938244,20.72431158,21.11104276,21.50427292,21.90743809,22.28001816,22.64933804,22.94847253,23.27821626,23.61103175,25.35694192
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Sub-Saharan Africa (excluding high income),SSA,#N/A,16.81358401,16.94969864,17.21682635,17.49369856,17.74051221,18.06591179,18.39620557,18.71482127,19.06000422,19.39589612,19.7194861,20.06768966,20.41560084,20.76913507,21.12047021,21.47985553,21.80250934,22.11394281,22.44630689,22.77131393,23.11229073,23.44537032
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,#N/A,16.81358401,16.94969864,17.21682635,17.49369856,17.74051221,18.06591179,18.39620557,18.71482127,19.06000422,19.39589612,19.7194861,20.06768966,20.41560084,20.76913507,21.12047021,21.47985553,21.80250934,22.11394281,22.44630689,22.77131393,23.11229073,23.44537032
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Upper middle income,UMC,#N/A,23.96499341,24.37856201,24.98320719,26.35963866,27.83087631,29.36942424,30.9642407,32.62267343,34.34208847,36.11667396,37.95532069,39.8442734,41.81684095,43.84809297,45.9333651,48.07060146,50.24524714,52.45263684,54.68838909,56.98077389,58.08954326,59.1693256
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,World,WLD,#N/A,32.34688154,32.75709296,33.29103116,34.11763405,35.21493153,36.28476464,37.39246532,38.56693611,39.7603193,40.97792218,42.2104007,43.406379,44.67912349,45.97035466,47.29336491,48.6387735,49.99210457,51.33561626,52.65906495,53.97290385,54.82505971,55.84824635
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Afghanistan,AFG,Eastern Mediterranean Region,25.96848455,25.94566841,25.11352812,24.28235895,23.43924011,22.58481209,21.73229803,20.88149929,20.03265846,19.18579097,18.34091422,17.49784583,16.65680995,15.81782216,14.98089846,14.14587789,13.31296318,12.48017389,11.73792466,11.00926853,10.28360481,9.560904058
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Albania,ALB,European Region,0.888852768,0.836397043,0.781898777,0.728191015,0.675280757,0.623198173,0.571934842,0.521500377,0.471902855,0.423169993,0.375274164,0.32823483,0.282042417,0.236762289,0.192352739,0.148796777,0.106063704,0.064126603,0.026230864,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Algeria,DZA,African Region,6.233949014,5.816862814,5.411176611,5.017042007,4.634333907,4.263134058,3.903086277,3.554243661,3.216277936,2.890114056,2.574999387,2.270808214,1.977114621,1.693614729,1.419856787,1.155577751,0.900352443,0.653890725,0.415795121,0.185741475,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,American Samoa,ASM,#N/A,0.503353349,0.503353349,0.503353349,0.503353349,0.523538891,0.543724433,0.563909975,0.584095517,0.60428106,0.624466602,0.644652144,0.664837686,0.685023228,0.705208771,0.725394313,0.745579855,0.765765397,0.78595094,0.78595094,0.78595094,0.78595094,0.78595094
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Andorra,AND,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Angola,AGO,African Region,42.86651633,41.41483053,39.95439156,38.48664366,37.0111452,35.53137033,34.24672747,32.95844846,31.66557733,30.3701618,29.07073786,27.76785323,26.46206816,25.15397081,23.84309145,22.53427073,21.22659561,19.92073675,18.67839099,18.31929432,17.96832163,17.62439314
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Antigua and Barbuda,ATG,Region of the Americas,..,..,..,..,..,..,..,..,..,0.626717501,0.626154473,0.625635098,0.625463285,0.625292447,0.62512254,0.624952672,0.624803184,0.624674077,0.62456341,0.624473125,0.624402279,0.624350817
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Argentina,ARG,Region of the Americas,..,..,..,..,..,..,2.050094408,1.98427708,1.918383442,1.852481817,1.786577542,1.721594155,1.657099741,1.592644927,1.528033063,..,..,..,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Armenia,ARM,European Region,0.075707443,0.075540823,0.075452467,0.075393765,0.069702154,0.064025825,0.05836573,0.052721077,0.047092496,0.041479516,0.035882412,0.030301185,0.024735833,0.019181538,0.013632583,0.011358461,0.011156539,0.01094746,0.010731336,0.010710951,0.010683576,0.010649214
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Aruba,ABW,#N/A,1.222750384,1.206160418,1.189570453,1.172980487,1.156390521,1.139800556,1.12321059,1.106620624,1.090030659,1.073440693,1.056850727,1.040260761,1.023670796,1.00708083,0.990490864,0.973900899,0.957310933,0.940720967,0.924131002,0.907541036,0.89095107,0.874361105
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Australia,AUS,Western Pacific Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Austria,AUT,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Azerbaijan,AZE,European Region,0.169155949,0.169570309,0.170018709,0.17049836,0.171010681,0.171556788,0.172135427,0.172745632,0.17338937,0.17406564,0.174763179,0.175486504,0.176239299,0.177024733,0.177847103,0.088274497,0.08767608,0.087048411,0.086391507,0.085707318,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,"Bahamas, The",BHS,Region of the Americas,1.136466193,1.075581496,1.0146968,0.953812103,0.892927406,0.832042709,0.771158012,0.710273315,0.649388618,0.588503921,0.527619224,0.466734528,0.405849831,0.344965134,0.284080437,0.22319574,0.22319574,0.22319574,0.22319574,0.22319574,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Bahrain,BHR,Eastern Mediterranean Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Bangladesh,BGD,South-East Asia Region,16.85235758,15.86904091,14.87246308,13.88569704,12.90921186,11.9435566,10.98866857,10.04498993,9.112926463,8.192850354,7.284876903,6.389450863,5.50711652,4.638193615,3.78259352,2.940539801,2.111991036,1.297023835,0.495642013,0.013941243,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Barbados,BRB,Region of the Americas,0.702272727,0.711363636,0.720454545,0.729545455,0.738636364,0.747727273,0.756818182,0.765909091,0.775,0.784090909,0.793181818,0.802272727,0.811363636,0.820454545,0.829545455,0.829545455,0.829545455,0.828895303,0.82469386,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Belarus,BLR,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Belgium,BEL,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Belize,BLZ,Region of the Americas,4.468299729,4.252535619,4.036655017,3.820657878,3.604544576,3.388314359,3.171967774,2.955504944,2.738925396,2.52222932,2.305416933,2.088128558,1.870521009,1.652779532,1.435099808,1.21764914,1.000612645,0.784175766,0.568513296,0.568915261,0.569365336,0.569863505
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Benin,BEN,African Region,68.28446871,67.3981925,66.48234562,65.51634196,64.5568316,63.60484397,62.65993296,61.72167713,60.79060872,59.8676648,58.95197322,58.04357122,57.1425203,56.24968532,55.36222847,54.48111397,53.60645866,52.73837685,51.87699787,51.02243269,50.17480758,49.3349376
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Bermuda,BMU,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Bhutan,BTN,South-East Asia Region,9.897073645,9.817619092,9.200051875,8.589195293,7.985317283,7.391477017,6.827650502,6.269195419,5.716229993,5.16900271,4.627517222,4.091879998,3.562669775,3.039870595,2.523411868,2.013187182,1.509105724,1.011061408,0.518924155,0.114486353,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Bolivia,BOL,Region of the Americas,33.2074842,31.92563502,30.6715344,29.430481,28.19770065,26.97402113,25.75805833,24.55105481,23.35166877,22.16110393,20.97885969,19.8044783,18.63829094,17.5006183,16.38233784,15.2703004,14.16410076,13.06441182,11.96913206,10.87833219,9.792407346,9.107793216
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Bosnia and Herzegovina,BIH,European Region,0.661041379,0.596056436,0.531377464,0.467014522,0.402961579,0.339229121,0.275813674,0.212712234,0.149929783,0.087466334,0.025321888,0,0,0,0,0,0,0,0,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Botswana,BWA,African Region,22.90075467,21.84991633,20.95124812,20.08413204,19.22885668,18.38647911,17.55586774,16.3888465,15.2649983,14.18714295,13.15296218,12.16285242,11.35339013,10.59171963,9.852669648,9.136155983,8.441826037,7.769726038,7.121256756,6.495436442,5.891648735,5.309223577
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Brazil,BRA,Region of the Americas,8.910025775,8.367750012,7.845655653,7.33410608,6.833189091,6.34268463,5.862148373,5.391408272,4.930287484,4.478986427,4.036900226,3.602450539,3.177130993,2.761021317,2.353523116,1.954703722,1.564429071,1.182369733,0.808418619,0.521852707,0.304128182,0.094448477
People practicing open defecation (% of population),SH.STA.ODFC.ZS,British Virgin Islands,VGB,#N/A,0.991792346,0.9,0.808207654,0.716415307,0.624622961,0.532830615,0.441038268,0.349245922,0.257453575,0.165661229,0.073868883,0,0,0,0,0,0,..,..,..,..,..
